epoch,train_loss,train_iou,val_loss,val_iou
1,0.4082693147659302,0.4266544717550278,0.24976994097232819,0.5701646953821182
2,0.3336803340911865,0.5052464115619659,0.21584224700927734,0.6347611546516418
3,0.313999183177948,0.5259601962566376,0.19733062386512756,0.6671463251113892
4,0.3208023953437805,0.5196216011047363,0.18637090921401978,0.688135638833046
5,0.27962690830230713,0.566248904466629,0.18268625438213348,0.6985857933759689
6,0.30161953926086427,0.5413069832324982,0.18997515738010406,0.6801449656486511
7,0.27483439683914185,0.5718024861812592,0.17475666105747223,0.705484464764595
8,0.291828408241272,0.5545751225948333,0.1802816390991211,0.6978883594274521
9,0.29615302085876466,0.546619291305542,0.18573521077632904,0.6859239786863327
10,0.2894198966026306,0.5572450292110444,0.19573728740215302,0.6774071604013443
11,0.2617140746116638,0.5881039106845856,0.1814725250005722,0.695115402340889
12,0.266397066116333,0.5817288911342621,0.18837305903434753,0.6865517497062683
13,0.27946910858154295,0.5668964600563049,0.18556015193462372,0.6882785856723785
14,0.2749099040031433,0.5727360951900482,0.17722606658935547,0.7066754400730133
15,0.25332481384277344,0.5994691920280456,0.17632000148296356,0.7066683769226074
16,0.2669028186798096,0.5822346568107605,0.18090982735157013,0.7000965178012848
17,0.2417059063911438,0.6134733867645263,0.1802043467760086,0.7017779797315598
18,0.258087797164917,0.5925599348545074,0.18152455985546112,0.6977465152740479
19,0.25791117668151853,0.5933874845504761,0.18013128638267517,0.7024392932653427
20,0.267418839931488,0.5813395011425019,0.1756248027086258,0.7104379087686539
21,0.26077614068984983,0.5896646022796631,0.17872445285320282,0.701743558049202
22,0.27576823234558107,0.5719477307796478,0.18018102645874023,0.701431542634964
23,0.2443337345123291,0.6105467355251313,0.1772221475839615,0.7068902403116226
24,0.2577752995491028,0.5940188503265381,0.18127025663852692,0.7015686631202698
25,0.2681470084190369,0.5866204464435577,0.1772390455007553,0.7067413777112961
26,0.25840231895446775,0.5928798067569733,0.17930060625076294,0.7012280523777008
27,0.27405936241149903,0.5763511085510253,0.17672477662563324,0.706477552652359
28,0.26948105812072753,0.5788731753826142,0.17799058556556702,0.703435480594635
29,0.25441515922546387,0.5979390490055084,0.1781926155090332,0.7034056931734085
30,0.24946699857711793,0.6033434069156647,0.18042542040348053,0.7031093239784241
31,0.2853938460350037,0.5602798593044281,0.18007716536521912,0.7012961208820343
32,0.2523528218269348,0.6016889703273773,0.17723551392555237,0.705969899892807
