epoch,train_loss,train_iou,val_loss,val_iou
1,0.28591945487260817,0.5308216514587403,0.19747007340192796,0.5423207169771195
2,0.15237619844079017,0.6149779630899429,0.1738201893866062,0.5629284656047822
3,0.1377665939629078,0.6343110216856003,0.16114109233021737,0.5812931799888611
4,0.12818338444828986,0.6534617773294449,0.13353929966688155,0.6367850017547607
5,0.1225326645821333,0.665324040055275,0.13068463608622552,0.6471873998641968
6,0.11920259529352188,0.6722593370676041,0.13352030083537103,0.6356192827224731
7,0.11560613106191159,0.6803972482681274,0.13126189932227134,0.6388981747627258
8,0.1141861029267311,0.6844186100959778,0.1294837488234043,0.6474550437927246
9,0.11095981922745704,0.6912494825124741,0.12752182379364968,0.650276004076004
10,0.10855302664637566,0.6968357133865356,0.13339260831475258,0.642502064704895
11,0.10646328641474247,0.7019637656211853,0.11927535064518452,0.6684702062606811
12,0.10352017194032669,0.7091444815397263,0.12325580209493638,0.6607436490058899
13,0.10438636116683483,0.7068961069583893,0.12041036039590836,0.6684031200408935
14,0.10023647873103618,0.716779682636261,0.13078223034739495,0.6447516787052154
15,0.09877875044941903,0.7205280550718307,0.12744586706161498,0.6555946838855743
16,0.09633721642196179,0.7267735669612885,0.12370424836874008,0.6619249153137207
17,0.09587977696955204,0.7277677488327027,0.1238348775357008,0.6644087290763855
18,0.08811809773743152,0.7469258666038513,0.12037486270070076,0.6702947378158569
19,0.0844289758503437,0.7565984616279602,0.11848512515425683,0.6763415837287903
20,0.08368764619529247,0.7583003513813019,0.11922346472740174,0.6723801493644714
21,0.08240432953834534,0.7615047640800476,0.12175256386399269,0.6700186395645141
22,0.08175133775174617,0.7635397658348083,0.12063335880637169,0.6708856546878814
23,0.08150549320876599,0.7642172486782074,0.1209676706790924,0.6727085435390472
24,0.07936086668074131,0.7696197123527527,0.12656677693128585,0.6606892693042755
25,0.0781164203286171,0.7729540929794312,0.12130118280649185,0.6708766186237335
26,0.07571379475295544,0.7791915066242218,0.12249182030558586,0.6696341204643249
27,0.0752310841679573,0.7803476846218109,0.12157265618443489,0.6707073771953582
28,0.0742177015542984,0.7832530436515808,0.12182478472590447,0.6702304685115814
29,0.07421240213513375,0.7830135185718536,0.12130608886480332,0.6719968795776368
30,0.07384838671982288,0.784231555223465,0.12383645251393319,0.6660134255886078
31,0.07344869464635849,0.7847820160388946,0.1201847805082798,0.6735039985179901
32,0.07258169674873352,0.7873255734443665,0.12256627157330513,0.6694575905799866
33,0.07137093156576156,0.7906463532447815,0.12200974971055985,0.6699786591529846
34,0.07070725357532501,0.7925035305023194,0.12185371696949004,0.6715291273593903
35,0.07273956596851348,0.7868514654636383,0.12328523144125939,0.667128279209137
36,0.0709640322625637,0.791490396976471,0.12275239542126655,0.6690982151031494
37,0.07098172546923161,0.7915258176326752,0.12172313451766968,0.6712596368789673
38,0.07192860291898251,0.7890813801288604,0.1218609569966793,0.6709495592117309
39,0.07046236163377761,0.7930597450733184,0.12249729678034782,0.6695669388771057
40,0.07159875173866749,0.789946326971054,0.12279997646808624,0.6696608507633209
41,0.07079787224531174,0.7922002189159393,0.12215431764721871,0.6694691252708435
42,0.0710859058201313,0.7911446123123169,0.12107684314250947,0.6723996424674987
43,0.07122761273384094,0.7909286134243011,0.1221652464568615,0.6695707130432129
44,0.07115459269285201,0.7910137395858765,0.12106077790260315,0.6728604316711426
