epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,1384.41,0.57155,0.55872,1.07838,0.39638,0.32754,0.2604,0.09754,1.6188,2.84512,2.4181,0.000109,0.000109,0.000109
92,1399.2,0.56859,0.552,1.07692,0.36707,0.30375,0.25067,0.08988,1.65123,2.92347,2.45921,9.91e-05,9.91e-05,9.91e-05
93,1413.53,0.59674,0.55982,1.14514,0.39418,0.30741,0.2451,0.08713,1.64683,2.93949,2.48429,8.92e-05,8.92e-05,8.92e-05
94,1427.93,0.57849,0.61013,1.08266,0.42847,0.30192,0.26423,0.09397,1.63306,2.93001,2.42774,7.93e-05,7.93e-05,7.93e-05
95,1442.8,0.56664,0.5365,1.08124,0.41008,0.3065,0.26084,0.09304,1.6447,2.87857,2.46438,6.94e-05,6.94e-05,6.94e-05
96,1457.21,0.54859,0.54596,1.06071,0.37664,0.30558,0.25078,0.08989,1.623,2.89407,2.40783,5.95e-05,5.95e-05,5.95e-05
97,1471.47,0.54429,0.52873,1.0557,0.42298,0.30192,0.25086,0.08971,1.62993,2.8755,2.44589,4.96e-05,4.96e-05,4.96e-05
98,1486.66,0.54709,0.53674,1.05579,0.42367,0.30284,0.25205,0.0896,1.63187,2.88498,2.45952,3.97e-05,3.97e-05,3.97e-05
99,1501.23,0.52092,0.50239,1.0215,0.38868,0.30833,0.2545,0.09169,1.63549,2.93047,2.44713,2.98e-05,2.98e-05,2.98e-05
100,1516.15,0.55546,0.57803,1.06362,0.40193,0.30743,0.25379,0.09127,1.62888,2.86623,2.46243,1.99e-05,1.99e-05,1.99e-05
