epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,1168.45,1.26765,0.92918,1.34864,0.20459,0.26355,0.13337,0.04734,2.65414,3.05798,2.52936,0.00052876,0.00052876,0.00052876
121,1177.94,1.27725,0.92417,1.36415,0.22426,0.24138,0.14394,0.04597,2.65116,2.977,2.53392,0.0005248,0.0005248,0.0005248
122,1187.25,1.26361,0.88543,1.34717,0.2036,0.22167,0.13042,0.0473,2.64482,2.98696,2.50721,0.00052084,0.00052084,0.00052084
123,1196.72,1.25514,0.90969,1.34591,0.23852,0.20197,0.14003,0.05188,2.61943,3.00393,2.47992,0.00051688,0.00051688,0.00051688
124,1206.21,1.22657,0.86883,1.32253,0.23576,0.23153,0.1404,0.04375,2.68344,3.10856,2.55993,0.00051292,0.00051292,0.00051292
125,1216.03,1.27568,0.87672,1.35502,0.20985,0.24138,0.14347,0.05132,2.67392,3.06981,2.45046,0.00050896,0.00050896,0.00050896
126,1225.61,1.23143,0.85435,1.32535,0.23941,0.20936,0.15177,0.05471,2.63912,3.07158,2.46397,0.000505,0.000505,0.000505
127,1235.32,1.23015,0.86246,1.31984,0.16862,0.19951,0.11685,0.0391,2.7391,3.15373,2.60813,0.00050104,0.00050104,0.00050104
128,1245.1,1.20209,0.83314,1.30452,0.19602,0.24631,0.14035,0.0408,2.76742,3.05649,2.76037,0.00049708,0.00049708,0.00049708
129,1254.87,1.19525,0.80841,1.29403,0.21686,0.23259,0.13199,0.04815,2.70005,3.10631,2.68259,0.00049312,0.00049312,0.00049312
130,1264.17,1.20175,0.81482,1.30407,0.21447,0.26601,0.15269,0.05136,2.71276,3.08552,2.55373,0.00048916,0.00048916,0.00048916
131,1274.71,1.19894,0.79316,1.30584,0.20235,0.25369,0.14988,0.05023,2.67902,2.96668,2.61952,0.0004852,0.0004852,0.0004852
132,1283.97,1.18304,0.80663,1.2978,0.27605,0.2069,0.15312,0.04951,2.67373,2.99537,2.58534,0.00048124,0.00048124,0.00048124
133,1293.96,1.16811,0.77163,1.27182,0.29246,0.20936,0.14937,0.05321,2.671,3.11609,2.52551,0.00047728,0.00047728,0.00047728
134,1303.9,1.15602,0.75664,1.266,0.25531,0.21182,0.16243,0.0587,2.67764,3.14522,2.54952,0.00047332,0.00047332,0.00047332
135,1313.77,1.14733,0.75495,1.26308,0.29537,0.18966,0.14947,0.05305,2.75015,3.16797,2.76965,0.00046936,0.00046936,0.00046936
136,1323.62,1.17682,0.77932,1.28453,0.36899,0.17241,0.16665,0.05624,2.68177,3.22091,2.52665,0.0004654,0.0004654,0.0004654
137,1332.96,1.12443,0.73177,1.25583,0.21947,0.22647,0.16164,0.0578,2.69606,3.13053,2.63414,0.00046144,0.00046144,0.00046144
138,1342.71,1.1171,0.72397,1.23599,0.24848,0.24877,0.17494,0.06123,2.64241,3.18992,2.55549,0.00045748,0.00045748,0.00045748
139,1352.65,1.10209,0.7048,1.22624,0.27435,0.25123,0.17189,0.05778,2.69506,3.27194,2.58773,0.00045352,0.00045352,0.00045352
140,1362.49,1.12208,0.71572,1.2432,0.29978,0.21828,0.18027,0.06393,2.66503,3.14258,2.57902,0.00044956,0.00044956,0.00044956
141,1372.29,1.10295,0.70748,1.23175,0.25543,0.22414,0.15919,0.05712,2.68449,3.2631,2.47322,0.0004456,0.0004456,0.0004456
142,1381.94,1.07725,0.67856,1.21378,0.21262,0.24877,0.13822,0.04693,2.71198,3.23638,2.62727,0.00044164,0.00044164,0.00044164
143,1391.53,1.08993,0.70025,1.22034,0.22953,0.20197,0.13831,0.0476,2.75454,3.33277,2.72417,0.00043768,0.00043768,0.00043768
144,1401.07,1.09604,0.69914,1.22859,0.2506,0.23892,0.14931,0.05087,2.67852,3.12534,2.61797,0.00043372,0.00043372,0.00043372
145,1410.94,1.08359,0.67598,1.21688,0.30162,0.18403,0.15077,0.053,2.66784,3.44841,2.59277,0.00042976,0.00042976,0.00042976
